event_id,event_type,event_date,customer_id,product_id,country,latitude,longitude,region,channel,payment_method,currency,quantity,unit_price_local,discount_code,discount_local,tax_local,net_revenue_local,fx_rate_to_usd,net_revenue_usd,is_refunded,refund_datetime,refund_reason
2C06EB5AB163,order,9/5/2024 14:24,CUST0003749,PROD0049,Germany,51.1657,10.4515,EU,Reseller,Invoice,EUR,10,12.26,WELCOME10,12.26,24.52,134.86,1.06,142.95,FALSE,,
B3A9E61ACCF5,invoice,9/16/2024 13:15,CUST0000947,PROD0065,Brazil,-14.235,-51.9253,LATAM,Marketplace,PayPal,USD,3,19,N/A,0,8.55,65.55,1,65.55,FALSE,,
D73F755492A2,order,8/20/2024 2:26,CUST0003551,PROD0037,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,10,11.79,WELCOME10,11.79,23.58,129.69,1.06,137.47,FALSE,,
9C7B59F96C1F,invoice,9/10/2025 14:58,CUST0002672,PROD0018,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,15,215.09,WELCOME10,322.64,645.27,3548.98,1.06,3761.92,FALSE,,
691C1C889EAC,order,5/4/2025 7:07,CUST0003740,PROD0074,Germany,51.1657,10.4515,EU,Direct Sales,Credit Card,EUR,3,252.26,N/A,0,151.36,908.14,1.06,962.63,FALSE,,
CDF98E5210FD,invoice,7/15/2024 18:38,CUST0001382,PROD0038,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,125,SAVE5,6.25,0,118.75,1,118.75,FALSE,,
87D5377C34C4,order,4/6/2025 1:39,CUST0003716,PROD0065,United States,39.8283,-98.5795,,Marketplace,Invoice,USD,1,19,BFCM20,3.8,0,15.2,1,15.2,FALSE,,
37CB3397EE42,order,10/3/2025 10:04,CUST0002843,PROD0050,United Kingdom,55.3781,-3.436,EU,Website,Wire,GBP,3,106.56,N/A,0,63.94,383.62,1.22,468.02,FALSE,,
A3233AB18FCB,order,3/21/2025 19:18,CUST0002889,PROD0066,Spain,40.4637,-3.7492,EU,Reseller,Credit Card,EUR,1,145.08,N/A,0,29.02,174.1,1.06,184.55,FALSE,,
1B372CE3A4BC,order,7/8/2024 10:18,CUST0003011,PROD0047,France,46.2276,2.2137,EU,Partner,Credit Card,EUR,1,8.49,N/A,0,1.7,10.19,1.06,10.8,FALSE,,
3501EBD40E52,order,11/25/2024 4:03,CUST0003219,PROD0025,United States,39.8283,-98.5795,,Website,PayPal,USD,20,29,N/A,0,0,580,1,580,FALSE,,
AA8C5F498659,invoice,8/12/2024 23:29,CUST0001748,PROD0038,Netherlands,52.1326,5.2913,EU,Reseller,Invoice,EUR,1,117.92,LOYALTY15,17.69,23.58,123.81,1.06,131.24,FALSE,,
94BE82950950,invoice,11/11/2024 4:04,CUST0001029,PROD0001,Australia,-25.2744,133.7751,APAC,Direct Sales,Invoice,AUD,5,74.24,BFCM10,37.12,37.12,371.2,0.66,244.99,FALSE,,
FAD7C59BBB19,order,5/7/2024 7:21,CUST0000196,PROD0024,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,1,79.25,N/A,0,15.85,95.1,1.06,100.81,FALSE,,
F3B957C6FAE6,order,4/30/2024 16:28,CUST0000718,PROD0087,Netherlands,52.1326,5.2913,EU,Partner,PayPal,EUR,5,14.11,N/A,0,14.11,84.66,1.06,89.74,FALSE,,
EB512A959AF4,invoice,9/15/2024 1:34,CUST0002683,PROD0018,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,5,228,SAVE5,57,0,1083,1,1083,FALSE,,
DFDC6D51CABD,invoice,4/24/2025 6:06,CUST0000169,PROD0018,Australia,-25.2744,133.7751,APAC,Reseller,Invoice,AUD,1,345.45,N/A,0,34.54,379.99,0.66,250.79,FALSE,,
76E28B491D1F,invoice,7/27/2024 9:42,CUST0002840,PROD0100,Australia,-25.2744,133.7751,APAC,Website,PayPal,AUD,1,479.2,N/A,0,47.92,527.12,0.66,347.9,FALSE,,
3FB68A826250,order,10/21/2025 12:43,CUST0000071,PROD0087,Philippines,12.8797,121.774,APAC,Reseller,Credit Card,USD,5,14.96,N/A,0,11.22,86.02,1,86.02,FALSE,,
FA1C42A8B586,invoice,9/2/2025 15:10,CUST0000410,PROD0099,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,10,29.38,N/A,0,0,293.8,1,293.8,FALSE,,
6EEF2C8FCE0A,order,10/4/2024 12:19,CUST0001615,PROD0097,Brazil,-14.235,-51.9253,LATAM,Website,Wire,USD,20,24.48,N/A,0,73.44,563.04,1,563.04,FALSE,,
A937EC3DA9D6,order,10/15/2025 0:56,CUST0002777,PROD0100,France,46.2276,2.2137,EU,Website,Credit Card,EUR,1,298.37,WELCOME10,29.84,59.67,328.2,1.06,347.89,FALSE,,
E0307C7A5A75,order,10/5/2025 18:15,CUST0003819,PROD0057,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,1,5,SALE15,0.75,0,4.25,1,4.25,FALSE,,
B1E715FC9095,invoice,2/27/2025 0:00,CUST0002355,PROD0047,United States,39.8283,-98.5795,,Website,Credit Card,USD,20,9,N/A,0,0,180,1,180,FALSE,,
3EF972CAC0EA,order,2/28/2025 19:38,CUST0002898,PROD0035,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,16,WELCOME10,1.6,0,14.4,1,14.4,FALSE,,
D40FD2E7ABB1,order,6/30/2024 21:47,CUST0001071,PROD0090,United States,39.8283,-98.5795,,Website,Wire,USD,10,153.78,SALE15,230.67,0,1307.13,1,1307.13,FALSE,,
2AD3FD50893A,order,3/4/2025 12:17,CUST0001729,PROD0055,United States,39.8283,-98.5795,,Partner,Invoice,USD,1,6,NEWCUSTOMER10,0.6,0,5.4,1,5.4,FALSE,,
7E46F2AA8C01,order,8/2/2024 8:42,CUST0002829,PROD0090,Canada,56.1304,-106.3468,,Direct Sales,Credit Card,USD,3,153.78,BFCM20,92.27,23.07,392.14,1,392.14,FALSE,,
F014A1B05725,order,3/28/2025 14:01,CUST0003420,PROD0094,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,5,221.65,BFCM20,221.65,221.65,1108.25,1.06,1174.75,FALSE,,
8BD63F7B2FF5,order,10/2/2025 8:01,CUST0003149,PROD0064,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,153.78,N/A,0,0,461.34,1,461.34,FALSE,,
17749589F1C6,order,5/8/2025 1:03,CUST0000983,PROD0039,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,5,37.88,N/A,0,18.94,208.34,0.66,137.5,FALSE,,
DF81BEBC3EE2,invoice,12/24/2024 15:44,CUST0000481,PROD0020,Canada,56.1304,-106.3468,,Website,Credit Card,USD,5,144,BFCM20,144,36,612,1,612,FALSE,,
2E0D18921BD4,invoice,8/6/2025 4:45,CUST0002776,PROD0058,France,46.2276,2.2137,EU,Marketplace,Credit Card,EUR,10,47.17,WELCOME10,47.17,94.34,518.87,1.06,550,FALSE,,
5C801D71AC6F,order,9/2/2025 1:42,CUST0003971,PROD0085,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,1,18.79,WELCOME10,1.88,1.88,18.79,0.66,12.4,FALSE,,
057BD3E37985,order,6/10/2025 10:48,CUST0001374,PROD0095,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,5,16.09,N/A,0,16.09,96.54,1.22,117.78,FALSE,,
B96D6795A8CF,invoice,1/20/2025 18:27,CUST0003983,PROD0060,Germany,51.1657,10.4515,EU,Website,PayPal,EUR,3,212.41,BFCM20,127.45,127.45,637.23,1.06,675.46,FALSE,,
534483B27313,invoice,3/8/2025 1:07,CUST0000977,PROD0032,Brazil,-14.235,-51.9253,LATAM,Reseller,Credit Card,USD,5,120,SAVE5,30,90,660,1,660,FALSE,,
1CAD1CE15146,order,10/24/2024 1:53,CUST0002028,PROD0049,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,5,19.7,BFCM20,19.7,9.85,88.65,0.66,58.51,FALSE,,
CB34369F6FC8,order,11/12/2024 12:10,CUST0002071,PROD0015,Canada,56.1304,-106.3468,,Direct Sales,PayPal,USD,3,8.75,N/A,0,1.31,27.56,1,27.56,FALSE,,
55AC27CDD99A,invoice,11/16/2024 8:02,CUST0001816,PROD0075,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,10,18.98,SAVE5,9.49,37.96,218.27,1.06,231.37,FALSE,,
239AE5A670B7,order,10/20/2025 1:40,CUST0001873,PROD0064,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,3,126.05,NEWCUSTOMER10,37.82,75.63,415.96,1.22,507.47,FALSE,,
1C3D14E74E6F,order,10/18/2025 3:57,CUST0002508,PROD0055,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,20,5.66,N/A,0,22.64,135.84,1.06,143.99,FALSE,,
70DDCB31CDD5,order,3/19/2025 8:21,CUST0003525,PROD0005,United States,39.8283,-98.5795,,Website,Wire,USD,5,15,N/A,0,0,75,1,75,FALSE,,
DFAABA3DA8DE,order,3/13/2025 18:22,CUST0002362,PROD0014,United States,39.8283,-98.5795,,Reseller,PayPal,USD,1,149.9,N/A,0,0,149.9,1,149.9,FALSE,,
5744BA48AE83,order,3/3/2025 23:01,CUST0003746,PROD0046,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,20,150,NEWCUSTOMER10,300,0,2700,1,2700,FALSE,,
892B8B1A3419,invoice,9/17/2025 14:07,CUST0002786,PROD0063,France,46.2276,2.2137,EU,Reseller,Credit Card,EUR,3,9.32,N/A,0,5.59,33.55,1.06,35.56,FALSE,,
BF9E89B2BE77,order,7/4/2024 1:59,CUST0003251,PROD0057,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,1,4.1,N/A,0,0.82,4.92,1.22,6,FALSE,,
AAB926873C70,invoice,9/10/2025 20:42,CUST0001049,PROD0003,Canada,56.1304,-106.3468,,Website,Credit Card,USD,5,29,N/A,0,7.25,152.25,1,152.25,FALSE,,
0047A85371A4,invoice,3/31/2025 16:03,CUST0001945,PROD0043,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,15,8.2,N/A,0,24.6,147.6,1.22,180.07,FALSE,,
42FC5D833294,order,8/20/2024 1:45,CUST0002857,PROD0068,Germany,51.1657,10.4515,EU,Website,Invoice,EUR,10,221.65,N/A,0,443.3,2659.8,1.06,2819.39,FALSE,,
4105B3BC9F15,order,5/12/2024 10:33,CUST0003416,PROD0053,Australia,-25.2744,133.7751,APAC,Reseller,Wire,AUD,20,43.94,N/A,0,87.88,966.68,0.66,638.01,FALSE,,
35AAFB8542A8,invoice,2/27/2025 20:07,CUST0000711,PROD0022,Canada,56.1304,-106.3468,,Website,Credit Card,USD,5,96,N/A,0,24,504,1,504,FALSE,,
E3FF1FADEB9C,order,4/3/2025 16:24,CUST0003768,PROD0019,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,3,14.15,N/A,0,8.49,50.94,1.06,54,FALSE,,
CC5234016FCD,invoice,9/26/2024 16:33,CUST0000082,PROD0100,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,20,479.2,N/A,0,958.4,10542.4,0.66,6957.98,FALSE,,
2E2945D9D21E,order,4/14/2025 21:07,CUST0001169,PROD0078,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,10,298.37,N/A,0,596.74,3580.44,1.06,3795.27,FALSE,,
2B8A359D4AF0,invoice,5/18/2025 23:50,CUST0002547,PROD0011,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,249,N/A,0,0,747,1,747,FALSE,,
A044FF6667A4,order,5/10/2024 0:43,CUST0001391,PROD0029,Canada,56.1304,-106.3468,,Website,PayPal,USD,1,5,BFCM10,0.5,0.25,4.75,1,4.75,FALSE,,
F75AA0128D59,order,11/30/2024 10:00,CUST0002623,PROD0054,Germany,51.1657,10.4515,EU,Direct Sales,Credit Card,EUR,20,273.58,N/A,0,1094.32,6565.92,1.06,6959.88,FALSE,,
3178C461950C,order,10/16/2024 23:20,CUST0002358,PROD0001,Canada,56.1304,-106.3468,,Reseller,Credit Card,USD,25,49,N/A,0,61.25,1286.25,1,1286.25,FALSE,,
D9654FA976CE,invoice,3/16/2025 1:17,CUST0000482,PROD0066,Canada,56.1304,-106.3468,,Partner,Credit Card,USD,3,153.78,NEWCUSTOMER10,46.13,23.07,438.28,1,438.28,FALSE,,
E42FB2457C16,order,1/27/2025 12:46,CUST0000565,PROD0062,Spain,40.4637,-3.7492,EU,Website,PayPal,EUR,3,212.41,N/A,0,127.45,764.68,1.06,810.56,FALSE,,
478B96F8AE4A,order,6/10/2025 8:25,CUST0003964,PROD0054,United States,39.8283,-98.5795,,Website,Invoice,USD,3,290,N/A,0,0,870,1,870,FALSE,,
5CD75D03328D,order,10/8/2025 0:43,CUST0002978,PROD0057,Netherlands,52.1326,5.2913,EU,Direct Sales,Credit Card,EUR,1,4.72,NEWCUSTOMER10,0.47,0.94,5.19,1.06,5.5,FALSE,,
53885967A649,order,5/19/2024 17:14,CUST0003582,PROD0019,Netherlands,52.1326,5.2913,EU,Marketplace,Credit Card,EUR,1,14.15,BFCM20,2.83,2.83,14.15,1.06,15,FALSE,,
32AD78A291FB,invoice,9/11/2025 17:09,CUST0001810,PROD0095,Spain,40.4637,-3.7492,EU,Marketplace,Wire,EUR,3,18.52,BFCM10,5.56,11.11,61.11,1.06,64.78,FALSE,,
1C8FAD1FEC78,order,5/12/2025 18:14,CUST0000708,PROD0010,United States,39.8283,-98.5795,,Partner,Credit Card,USD,3,25,BFCM10,7.5,0,67.5,1,67.5,FALSE,,
8545F64E1DA2,invoice,4/26/2024 18:22,CUST0002765,PROD0065,United States,39.8283,-98.5795,,Reseller,Invoice,USD,3,19,WELCOME10,5.7,0,51.3,1,51.3,FALSE,,
BD147EEF41D9,order,7/10/2024 18:15,CUST0002350,PROD0023,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,15,7.55,N/A,0,22.65,135.9,1.06,144.05,FALSE,,
424B74DC33B4,order,5/16/2025 10:36,CUST0001036,PROD0011,Australia,-25.2744,133.7751,APAC,Website,Invoice,AUD,15,377.27,N/A,0,565.9,6224.95,0.66,4108.47,FALSE,,
BD7BDC4B18FB,order,4/5/2025 8:29,CUST0000927,PROD0043,Philippines,12.8797,121.774,APAC,Website,Invoice,USD,5,10,N/A,0,7.5,57.5,1,57.5,FALSE,,
E84E746C7B69,order,10/10/2025 9:38,CUST0000247,PROD0071,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,15,13.07,N/A,0,0,196.05,1,196.05,FALSE,,
6E5D3BC952AC,order,3/6/2025 17:56,CUST0000128,PROD0069,Spain,40.4637,-3.7492,EU,Reseller,Credit Card,EUR,15,12.26,N/A,0,36.78,220.68,1.06,233.92,FALSE,,
0458993AB289,order,11/24/2024 11:00,CUST0001149,PROD0062,Australia,-25.2744,133.7751,APAC,Partner,Credit Card,AUD,5,341.14,N/A,0,170.57,1876.27,0.66,1238.34,FALSE,,
6D49668061AF,invoice,7/19/2024 10:39,CUST0001661,PROD0030,Brazil,-14.235,-51.9253,LATAM,Marketplace,Credit Card,USD,1,50,N/A,0,7.5,57.5,1,57.5,FALSE,,
93E67A57DE69,order,9/20/2025 11:23,CUST0000231,PROD0091,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,20,43.47,N/A,0,86.94,956.34,0.66,631.18,FALSE,,
1B27F6343A82,order,6/5/2025 5:57,CUST0003040,PROD0039,United States,39.8283,-98.5795,,Website,Invoice,USD,5,25,BFCM10,12.5,0,112.5,1,112.5,FALSE,,
147AEE94E05B,order,1/3/2025 22:49,CUST0002956,PROD0012,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,2,399,N/A,0,0,798,1,798,FALSE,,
30CBE771EA8E,order,7/26/2024 6:00,CUST0000583,PROD0046,United States,39.8283,-98.5795,,Marketplace,Credit Card,USD,10,150,WELCOME10,150,0,1350,1,1350,FALSE,,
E64FD314BE42,order,7/31/2025 16:02,CUST0001028,PROD0095,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,16.09,N/A,0,3.22,19.31,1.22,23.56,FALSE,,
32B805358918,order,8/5/2025 23:36,CUST0002424,PROD0025,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,10,43.94,N/A,0,43.94,483.34,0.66,319,FALSE,,
39413C822AC1,order,9/26/2025 21:14,CUST0001411,PROD0012,United States,39.8283,-98.5795,,Partner,Credit Card,USD,4,399,N/A,0,0,1596,1,1596,FALSE,,
1C91DDF8C09C,order,7/23/2024 22:51,CUST0000978,PROD0066,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,153.78,NEWCUSTOMER10,46.13,0,415.21,1,415.21,FALSE,,
4E74928EFF3D,order,6/7/2024 1:32,CUST0002315,PROD0100,Australia,-25.2744,133.7751,APAC,Reseller,Invoice,AUD,15,479.2,BFCM10,718.8,718.8,7188,0.66,4744.08,FALSE,,
E2E09AA06D45,order,7/13/2025 19:49,CUST0000590,PROD0062,Canada,56.1304,-106.3468,,Partner,Invoice,USD,3,225.15,N/A,0,33.77,709.22,1,709.22,FALSE,,
15EEA969839C,invoice,6/20/2024 11:02,CUST0003968,PROD0071,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,1,13.07,N/A,0,0,13.07,1,13.07,FALSE,,
3C5012C7473A,invoice,7/18/2024 2:44,CUST0001554,PROD0044,United Kingdom,55.3781,-3.436,EU,Partner,Invoice,GBP,3,81.97,BFCM20,49.18,49.18,245.91,1.22,300.01,TRUE,8/14/2024 2:44,Billing error
1BEFBB861F52,invoice,9/17/2025 9:03,CUST0002556,PROD0100,Netherlands,52.1326,5.2913,EU,Direct Sales,PayPal,EUR,5,298.37,BFCM10,149.18,298.37,1641.04,1.06,1739.5,FALSE,,
90C0FF10A96F,invoice,6/16/2025 2:51,CUST0002595,PROD0021,United States,39.8283,-98.5795,,Website,Wire,USD,5,10,N/A,0,0,50,1,50,FALSE,,
16B134FCE720,order,2/3/2025 19:44,CUST0000811,PROD0023,France,46.2276,2.2137,EU,Website,Invoice,EUR,10,7.55,N/A,0,15.1,90.6,1.06,96.04,FALSE,,
236A45B40CE5,order,3/3/2025 17:30,CUST0000063,PROD0022,Philippines,12.8797,121.774,APAC,Website,PayPal,USD,20,96,LOYALTY15,288,288,1920,1,1920,FALSE,,
88585DE82EB1,invoice,10/1/2024 9:53,CUST0002967,PROD0014,Netherlands,52.1326,5.2913,EU,Website,Credit Card,EUR,3,141.42,NEWCUSTOMER10,42.43,84.85,466.68,1.06,494.68,FALSE,,
0A702A739379,order,4/26/2024 4:40,CUST0000692,PROD0018,Netherlands,52.1326,5.2913,EU,Direct Sales,Invoice,EUR,1,215.09,N/A,0,43.02,258.11,1.06,273.6,FALSE,,
5156D8109BB7,order,8/24/2025 3:12,CUST0003482,PROD0020,Philippines,12.8797,121.774,APAC,Partner,PayPal,USD,3,144,N/A,0,64.8,496.8,1,496.8,FALSE,,
57E129A04B3B,order,4/22/2024 16:11,CUST0002952,PROD0060,United States,39.8283,-98.5795,,Website,PayPal,USD,1,225.15,SAVE5,11.26,0,213.89,1,213.89,FALSE,,
4BC3CF6E0C03,order,6/24/2024 18:07,CUST0001675,PROD0036,United States,39.8283,-98.5795,,Partner,Credit Card,USD,15,160,N/A,0,0,2400,1,2400,FALSE,,
38F435341E86,order,10/26/2024 7:05,CUST0003451,PROD0025,United Kingdom,55.3781,-3.436,EU,Direct Sales,Invoice,GBP,1,23.77,SAVE5,1.19,4.75,27.33,1.22,33.34,FALSE,,
70D2C888FAB7,order,10/12/2024 11:41,CUST0002198,PROD0086,Australia,-25.2744,133.7751,APAC,Website,PayPal,AUD,5,341.14,BFCM20,341.14,170.57,1535.13,0.66,1013.19,FALSE,,
9D975573360D,order,10/1/2024 2:03,CUST0003258,PROD0027,France,46.2276,2.2137,EU,Website,Invoice,EUR,3,6.6,NEWCUSTOMER10,1.98,3.96,21.78,1.06,23.09,FALSE,,
A0724BAFCC75,invoice,1/31/2025 17:14,CUST0001253,PROD0040,France,46.2276,2.2137,EU,Marketplace,Invoice,EUR,3,235.85,NEWCUSTOMER10,70.76,141.51,778.3,1.06,825,FALSE,,
4BFF13AFC5BF,invoice,7/20/2025 8:06,CUST0001252,PROD0022,United States,39.8283,-98.5795,,Website,PayPal,USD,15,96,SALE15,216,0,1224,1,1224,FALSE,,
326D294CCF28,order,6/5/2024 19:39,CUST0002140,PROD0084,United States,39.8283,-98.5795,,Partner,PayPal,USD,3,225.15,N/A,0,0,675.45,1,675.45,FALSE,,
9D49C4C95ACB,order,9/21/2024 4:57,CUST0002130,PROD0040,United States,39.8283,-98.5795,,Marketplace,Invoice,USD,1,250,N/A,0,0,250,1,250,FALSE,,
B62FC20EFE19,order,5/12/2024 15:27,CUST0002717,PROD0058,United Kingdom,55.3781,-3.436,EU,Direct Sales,Credit Card,GBP,25,40.98,N/A,0,204.9,1229.4,1.22,1499.87,FALSE,,
9F90D2CD2AFF,invoice,11/13/2024 13:49,CUST0003866,PROD0083,Netherlands,52.1326,5.2913,EU,Partner,Credit Card,EUR,1,34.62,N/A,0,6.92,41.54,1.06,44.03,FALSE,,
C85874D90479,order,7/3/2025 15:36,CUST0003521,PROD0093,United States,39.8283,-98.5795,,Website,PayPal,USD,5,15.81,NEWCUSTOMER10,7.9,0,71.15,1,71.15,FALSE,,
39D06C9D4AC9,invoice,9/23/2025 6:15,CUST0002205,PROD0096,Canada,56.1304,-106.3468,,Partner,Invoice,USD,15,267.4,N/A,0,200.55,4211.55,1,4211.55,FALSE,,
E48A33F5FB3C,order,2/21/2025 16:25,CUST0003509,PROD0021,United States,39.8283,-98.5795,,Marketplace,PayPal,USD,5,10,N/A,0,0,50,1,50,FALSE,,
FAE2977C1FAB,order,3/26/2025 9:28,CUST0002676,PROD0009,Netherlands,52.1326,5.2913,EU,Website,Invoice,EUR,3,187.74,N/A,0,112.64,675.86,1.06,716.41,FALSE,,
2BB9ACB049AB,order,7/6/2024 5:02,CUST0003962,PROD0056,Netherlands,52.1326,5.2913,EU,Direct Sales,Invoice,EUR,1,56.6,N/A,0,11.32,67.92,1.06,72,FALSE,,
D844D0B534CE,invoice,5/21/2025 1:46,CUST0000918,PROD0085,United Kingdom,55.3781,-3.436,EU,Marketplace,Credit Card,GBP,20,10.16,N/A,0,40.64,243.84,1.22,297.48,FALSE,,
D989D3E05277,invoice,4/18/2025 6:49,CUST0000549,PROD0005,Canada,56.1304,-106.3468,,Reseller,Wire,USD,3,15,N/A,0,2.25,47.25,1,47.25,FALSE,,
8FD0C70E47E4,order,1/8/2025 2:06,CUST0003220,PROD0078,United States,39.8283,-98.5795,,Marketplace,Credit Card,USD,1,316.27,N/A,0,0,316.27,1,316.27,FALSE,,
F97381CAD72C,invoice,6/19/2024 3:58,CUST0001828,PROD0028,United States,39.8283,-98.5795,,Website,PayPal,USD,1,70,N/A,0,0,70,1,70,FALSE,,
6C0F370783F4,invoice,8/23/2025 1:51,CUST0003893,PROD0027,Australia,-25.2744,133.7751,APAC,Direct Sales,PayPal,AUD,3,10.61,N/A,0,3.18,35.01,0.66,23.11,FALSE,,
003D35960477,invoice,8/16/2024 19:53,CUST0000384,PROD0096,Canada,56.1304,-106.3468,,Reseller,Credit Card,USD,10,267.4,SAVE5,133.7,133.7,2674,1,2674,FALSE,,
8078FC7CC6C2,order,6/24/2024 12:36,CUST0000280,PROD0097,France,46.2276,2.2137,EU,Reseller,Credit Card,EUR,3,23.09,N/A,0,13.85,83.12,1.06,88.11,FALSE,,
60FB61976799,order,8/6/2025 17:03,CUST0001214,PROD0004,Australia,-25.2744,133.7751,APAC,Reseller,Credit Card,AUD,1,453.03,N/A,0,45.3,498.33,0.66,328.9,FALSE,,
25570A9CC93E,order,9/2/2024 6:51,CUST0000371,PROD0054,Spain,40.4637,-3.7492,EU,Reseller,Credit Card,EUR,5,273.58,N/A,0,273.58,1641.48,1.06,1739.97,FALSE,,
CEB27A3C0E5F,order,3/9/2025 16:10,CUST0000998,PROD0074,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,20,252.26,N/A,0,1009.04,6054.24,1.06,6417.49,FALSE,,
224942A0D1A9,order,2/17/2025 19:50,CUST0001052,PROD0073,Netherlands,52.1326,5.2913,EU,Partner,Wire,EUR,1,18.87,N/A,0,3.77,22.64,1.06,24,FALSE,,
3CE1035C38AC,order,10/23/2024 19:10,CUST0000494,PROD0008,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,3,72.95,N/A,0,43.77,262.62,1.22,320.4,FALSE,,
B2389B035657,invoice,7/31/2025 14:26,CUST0000901,PROD0064,Spain,40.4637,-3.7492,EU,Website,Wire,EUR,10,145.08,N/A,0,290.16,1740.96,1.06,1845.42,FALSE,,
12AA740C49E8,invoice,9/2/2025 16:51,CUST0003034,PROD0014,United Kingdom,55.3781,-3.436,EU,Direct Sales,Credit Card,GBP,1,122.87,N/A,0,24.57,147.44,1.22,179.88,FALSE,,
6F9594E85970,order,7/7/2025 20:26,CUST0002529,PROD0086,United Kingdom,55.3781,-3.436,EU,Website,PayPal,GBP,5,184.55,WELCOME10,92.28,184.55,1015.02,1.22,1238.32,FALSE,,
E1733C2E2DF8,order,8/29/2025 17:52,CUST0001576,PROD0048,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,1,84.91,N/A,0,16.98,101.89,1.06,108,FALSE,,
88514EAFEFD5,invoice,9/11/2025 6:17,CUST0002543,PROD0015,France,46.2276,2.2137,EU,Website,PayPal,EUR,20,8.25,N/A,0,33,198,1.06,209.88,FALSE,,
FC75B495E0AB,order,11/2/2024 8:37,CUST0001622,PROD0014,Brazil,-14.235,-51.9253,LATAM,Website,Invoice,USD,1,149.9,N/A,0,22.48,172.38,1,172.38,FALSE,,
B63A7B96646E,order,5/24/2025 2:22,CUST0000882,PROD0019,Australia,-25.2744,133.7751,APAC,Partner,Credit Card,AUD,1,22.73,N/A,0,2.27,25,0.66,16.5,FALSE,,
0FEA9E965439,order,9/27/2024 9:00,CUST0002529,PROD0074,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,15,219.18,NEWCUSTOMER10,328.77,657.54,3616.47,1.22,4412.09,FALSE,,
A4AF2AC67149,invoice,9/8/2025 3:24,CUST0003619,PROD0090,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,5,233,N/A,0,116.5,1281.5,0.66,845.79,FALSE,,
7F990E20781D,order,10/19/2025 17:06,CUST0000284,PROD0092,United States,39.8283,-98.5795,,Website,Credit Card,USD,10,234.95,SAVE5,117.48,0,2232.02,1,2232.02,FALSE,,
B42FB8D5CB12,invoice,2/3/2025 13:12,CUST0002978,PROD0064,Netherlands,52.1326,5.2913,EU,Partner,PayPal,EUR,1,145.08,NEWCUSTOMER10,14.51,29.02,159.59,1.06,169.17,FALSE,,
79FCA510A834,order,4/12/2025 21:34,CUST0001045,PROD0014,Netherlands,52.1326,5.2913,EU,Direct Sales,Credit Card,EUR,3,141.42,N/A,0,84.85,509.11,1.06,539.66,FALSE,,
D43F13BF4B95,order,4/2/2025 15:36,CUST0001459,PROD0065,United States,39.8283,-98.5795,,Website,Invoice,USD,5,19,BFCM10,9.5,0,85.5,1,85.5,FALSE,,
4F4D74D5AD87,invoice,9/22/2024 16:39,CUST0002456,PROD0099,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,1,29.38,N/A,0,0,29.38,1,29.38,FALSE,,
FC77319BF9DB,order,9/18/2024 2:57,CUST0000835,PROD0047,France,46.2276,2.2137,EU,Marketplace,Credit Card,EUR,1,8.49,N/A,0,1.7,10.19,1.06,10.8,FALSE,,
